Epoch #1: 2it [00:00,  2.20it/s, env_step=1, len=0, loss/critic=29643.314, n/ep=0, n/st=1, overall_loss=1.500, rew=0.00]
Epoch #49: 2it [00:00, 68.46it/s, env_step=49, len=1, loss/critic=61516.280, n/ep=1, n/st=1, overall_loss=0.183, rew=-65.69]
Epoch #50: 2it [00:00, 68.57it/s, env_step=50, len=1, loss/critic=60560.465, n/ep=1, n/st=1, overall_loss=0.180, rew=-134.91]
Epoch #51: 2it [00:00, 68.54it/s, env_step=51, len=1, loss/critic=59617.645, n/ep=1, n/st=1, overall_loss=0.177, rew=-85.77]
Epoch #52: 2it [00:00, 68.83it/s, env_step=52, len=1, loss/critic=58721.849, n/ep=1, n/st=1, overall_loss=0.174, rew=-96.42]
Epoch #53: 2it [00:00, 66.94it/s, env_step=53, len=1, loss/critic=57889.022, n/ep=1, n/st=1, overall_loss=0.171, rew=-30.80]
Epoch #54: 2it [00:00, 68.76it/s, env_step=54, len=1, loss/critic=57083.714, n/ep=1, n/st=1, overall_loss=0.169, rew=-46.66]
Epoch #55: 2it [00:00, 68.54it/s, env_step=55, len=1, loss/critic=56310.017, n/ep=1, n/st=1, overall_loss=0.166, rew=-69.00]
Epoch #56: 2it [00:00, 68.43it/s, env_step=56, len=1, loss/critic=55565.086, n/ep=1, n/st=1, overall_loss=0.164, rew=-28.18]
Epoch #57: 2it [00:00, 69.39it/s, env_step=57, len=1, loss/critic=54852.798, n/ep=1, n/st=1, overall_loss=0.161, rew=-44.22]
Epoch #58: 2it [00:00, 68.03it/s, env_step=58, len=1, loss/critic=54164.932, n/ep=1, n/st=1, overall_loss=0.159, rew=-101.13]
Epoch #59:   0%|                                                         | 0/1 [00:00<?, ?it/s]
Epoch #34: test_reward: -69.150229 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #35: test_reward: -58.750279 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #36: test_reward: -128.082511 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #37: test_reward: -126.422201 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #38: test_reward: -147.045744 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #39: test_reward: -108.041015 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #40: test_reward: -95.734708 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #41: test_reward: -53.506499 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #42: test_reward: -71.401612 ± 0.000000, best_reward: -6.761507 ± 0.000000 in #33
Epoch #43: test_reward: -2.921107 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #44: test_reward: -112.736416 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #45: test_reward: -68.273768 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #46: test_reward: -90.141804 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #47: test_reward: -46.590661 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #48: test_reward: -58.468354 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #49: test_reward: -80.989598 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #50: test_reward: -108.201282 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #51: test_reward: -90.523974 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #52: test_reward: -127.487214 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #53: test_reward: -79.262472 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #54: test_reward: -128.606474 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #55: test_reward: -119.783712 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #56: test_reward: -105.854324 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #57: test_reward: -42.149974 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #58: test_reward: -54.319371 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #59: test_reward: -114.257785 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #60: test_reward: -32.548375 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #61: test_reward: -78.002002 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #62: test_reward: -143.851157 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #63: test_reward: -29.078873 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #64: test_reward: -75.625440 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #65: test_reward: -116.674959 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #66: test_reward: -66.356876 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #67: test_reward: -97.989419 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #68: test_reward: -73.067496 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #69: test_reward: -47.133156 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #70: test_reward: -96.328532 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #71: test_reward: -90.570428 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #72: test_reward: -96.884814 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #73: test_reward: -66.061798 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #74: test_reward: -125.883732 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #59: 2it [00:00, 23.44it/s, env_step=59, len=1, loss/critic=53517.135, n/ep=1, n/st=1, overall_loss=0.157, rew=-34.01]
Epoch #60: 2it [00:00, 37.27it/s, env_step=60, len=1, loss/critic=52856.119, n/ep=1, n/st=1, overall_loss=0.155, rew=-126.80]
Epoch #61: 2it [00:00, 47.57it/s, env_step=61, len=1, loss/critic=52221.650, n/ep=1, n/st=1, overall_loss=0.152, rew=-89.28]
Epoch #62: 2it [00:00, 54.15it/s, env_step=62, len=1, loss/critic=51626.708, n/ep=1, n/st=1, overall_loss=0.150, rew=-75.78]
Epoch #63: 2it [00:00, 70.08it/s, env_step=63, len=1, loss/critic=51019.858, n/ep=1, n/st=1, overall_loss=0.148, rew=-49.19]
Epoch #64: 2it [00:00, 70.64it/s, env_step=64, len=1, loss/critic=50435.373, n/ep=1, n/st=1, overall_loss=0.146, rew=-96.51]
Epoch #65: 2it [00:00, 70.14it/s, env_step=65, len=1, loss/critic=49865.945, n/ep=1, n/st=1, overall_loss=0.145, rew=-1.77]
Epoch #66: 2it [00:00, 69.54it/s, env_step=66, len=1, loss/critic=49314.446, n/ep=1, n/st=1, overall_loss=0.143, rew=-50.43]
Epoch #67: 2it [00:00, 68.26it/s, env_step=67, len=1, loss/critic=48771.226, n/ep=1, n/st=1, overall_loss=0.141, rew=-147.89]
Epoch #68: 2it [00:00, 70.48it/s, env_step=68, len=1, loss/critic=48234.651, n/ep=1, n/st=1, overall_loss=0.139, rew=-146.71]
Epoch #69: 2it [00:00, 70.65it/s, env_step=69, len=1, loss/critic=47732.578, n/ep=1, n/st=1, overall_loss=0.137, rew=-67.85]
Epoch #70: 2it [00:00, 70.47it/s, env_step=70, len=1, loss/critic=47203.742, n/ep=1, n/st=1, overall_loss=0.136, rew=-92.80]
Epoch #71: 2it [00:00, 70.75it/s, env_step=71, len=1, loss/critic=46699.724, n/ep=1, n/st=1, overall_loss=0.134, rew=-76.84]
Epoch #72: 2it [00:00, 70.18it/s, env_step=72, len=1, loss/critic=46188.701, n/ep=1, n/st=1, overall_loss=0.133, rew=-116.10]
Epoch #73: 2it [00:00, 70.30it/s, env_step=73, len=1, loss/critic=45687.860, n/ep=1, n/st=1, overall_loss=0.131, rew=-110.08]
Epoch #74: 2it [00:00, 70.50it/s, env_step=74, len=1, loss/critic=45208.486, n/ep=1, n/st=1, overall_loss=0.130, rew=-64.51]
Epoch #75: 2it [00:00, 70.66it/s, env_step=75, len=1, loss/critic=44750.079, n/ep=1, n/st=1, overall_loss=0.128, rew=-82.01]
Epoch #76: 2it [00:00, 70.62it/s, env_step=76, len=1, loss/critic=44307.141, n/ep=1, n/st=1, overall_loss=0.127, rew=-90.56]
Epoch #77: 2it [00:00, 69.79it/s, env_step=77, len=1, loss/critic=43866.043, n/ep=1, n/st=1, overall_loss=0.126, rew=-40.29]
Epoch #78: 2it [00:00, 70.54it/s, env_step=78, len=1, loss/critic=43427.729, n/ep=1, n/st=1, overall_loss=0.124, rew=-138.64]
Epoch #79: 2it [00:00, 70.71it/s, env_step=79, len=1, loss/critic=43005.845, n/ep=1, n/st=1, overall_loss=0.123, rew=-85.28]
Epoch #80: 2it [00:00, 70.77it/s, env_step=80, len=1, loss/critic=42600.489, n/ep=1, n/st=1, overall_loss=0.122, rew=-33.11]
Epoch #81: 2it [00:00, 70.66it/s, env_step=81, len=1, loss/critic=42189.253, n/ep=1, n/st=1, overall_loss=0.120, rew=-122.04]
Epoch #82: 2it [00:00, 70.62it/s, env_step=82, len=1, loss/critic=41793.501, n/ep=1, n/st=1, overall_loss=0.119, rew=-55.59]
Epoch #83: 2it [00:00, 70.31it/s, env_step=83, len=1, loss/critic=41403.783, n/ep=1, n/st=1, overall_loss=0.118, rew=-27.83]
Epoch #84: 2it [00:00, 70.37it/s, env_step=84, len=1, loss/critic=41026.428, n/ep=1, n/st=1, overall_loss=0.117, rew=-137.61]
Epoch #85: 2it [00:00, 63.16it/s, env_step=85, len=1, loss/critic=40657.603, n/ep=1, n/st=1, overall_loss=0.116, rew=-17.56]
Epoch #86: 2it [00:00, 70.02it/s, env_step=86, len=1, loss/critic=40298.673, n/ep=1, n/st=1, overall_loss=0.115, rew=-87.83]
Epoch #87: 2it [00:00, 70.41it/s, env_step=87, len=1, loss/critic=39940.494, n/ep=1, n/st=1, overall_loss=0.113, rew=-99.10]
Epoch #88: 2it [00:00, 70.18it/s, env_step=88, len=1, loss/critic=39583.479, n/ep=1, n/st=1, overall_loss=0.112, rew=-60.41]
Epoch #89: 2it [00:00, 70.30it/s, env_step=89, len=1, loss/critic=39249.895, n/ep=1, n/st=1, overall_loss=0.111, rew=-67.32]
Epoch #90: 2it [00:00, 70.42it/s, env_step=90, len=1, loss/critic=38934.203, n/ep=1, n/st=1, overall_loss=0.110, rew=-45.07]
Epoch #91: 2it [00:00, 70.25it/s, env_step=91, len=1, loss/critic=38619.088, n/ep=1, n/st=1, overall_loss=0.109, rew=-134.88]
Epoch #92: 2it [00:00, 70.71it/s, env_step=92, len=1, loss/critic=38290.558, n/ep=1, n/st=1, overall_loss=0.108, rew=-76.30]
Epoch #93: 2it [00:00, 70.62it/s, env_step=93, len=1, loss/critic=37982.401, n/ep=1, n/st=1, overall_loss=0.107, rew=-88.38]
Epoch #94: 2it [00:00, 70.77it/s, env_step=94, len=1, loss/critic=37674.638, n/ep=1, n/st=1, overall_loss=0.106, rew=-108.89]
Epoch #95: 2it [00:00, 70.62it/s, env_step=95, len=1, loss/critic=37373.485, n/ep=1, n/st=1, overall_loss=0.105, rew=-36.76]
Epoch #96: 2it [00:00, 70.76it/s, env_step=96, len=1, loss/critic=37076.277, n/ep=1, n/st=1, overall_loss=0.105, rew=-89.00]
Epoch #97: 2it [00:00, 70.85it/s, env_step=97, len=1, loss/critic=36785.662, n/ep=1, n/st=1, overall_loss=0.104, rew=-81.14]
Epoch #98: 2it [00:00, 70.43it/s, env_step=98, len=1, loss/critic=36515.245, n/ep=1, n/st=1, overall_loss=0.103, rew=-46.12]
Epoch #99: 2it [00:00, 70.76it/s, env_step=99, len=1, loss/critic=36226.515, n/ep=1, n/st=1, overall_loss=0.102, rew=-132.43]
Epoch #100: 2it [00:00, 70.70it/s, env_step=100, len=1, loss/critic=35956.388, n/ep=1, n/st=1, overall_loss=0.101, rew=-71.51]
Epoch #101: 2it [00:00, 70.97it/s, env_step=101, len=1, loss/critic=35754.385, n/ep=1, n/st=1, overall_loss=0.086, rew=-109.01]
Epoch #102: 2it [00:00, 66.91it/s, env_step=102, len=1, loss/critic=35333.730, n/ep=1, n/st=1, overall_loss=0.076, rew=-173.52]
Epoch #103: 2it [00:00, 71.02it/s, env_step=103, len=1, loss/critic=34098.840, n/ep=1, n/st=1, overall_loss=0.069, rew=-92.33]
Epoch #104: 2it [00:00, 70.86it/s, env_step=104, len=1, loss/critic=32974.651, n/ep=1, n/st=1, overall_loss=0.064, rew=-104.83]
Epoch #105:   0%|                                                        | 0/1 [00:00<?, ?it/s]
Epoch #76: test_reward: -197.696197 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #77: test_reward: -64.252282 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #78: test_reward: -109.742117 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #79: test_reward: -103.132806 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #80: test_reward: -52.993750 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #81: test_reward: -119.068509 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #82: test_reward: -37.884142 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #83: test_reward: -60.072943 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #84: test_reward: -115.618418 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #85: test_reward: -86.658646 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #86: test_reward: -134.308570 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #87: test_reward: -16.028140 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #88: test_reward: -77.854789 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #89: test_reward: -20.797356 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #90: test_reward: -146.216255 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #91: test_reward: -97.418613 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #92: test_reward: -63.191381 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #93: test_reward: -91.168653 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #94: test_reward: -7.550142 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #95: test_reward: -65.973135 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #96: test_reward: -71.121856 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #97: test_reward: -76.460747 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #98: test_reward: -93.895379 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #99: test_reward: -97.601781 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #100: test_reward: -56.047358 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #101: test_reward: -61.398468 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #102: test_reward: -19.675420 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #103: test_reward: -45.250797 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #104: test_reward: -102.975286 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #105: test_reward: -8.672537 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #106: test_reward: -90.605324 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #107: test_reward: -43.235796 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #108: test_reward: -26.526193 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #109: test_reward: -90.225435 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #110: test_reward: -80.378385 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #111: test_reward: -89.700492 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #112: test_reward: -38.423256 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #113: test_reward: -65.205896 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #114: test_reward: -116.133753 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #115: test_reward: -86.761453 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #116: test_reward: -106.813666 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #117: test_reward: -85.119641 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #118: test_reward: -113.562219 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #119: test_reward: -79.999278 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #120: test_reward: -99.495259 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #121: test_reward: -71.474652 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #122: test_reward: -3.882077 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
Epoch #123: test_reward: -148.004740 ± 0.000000, best_reward: -2.921107 ± 0.000000 in #43
